,Absolute Magnetisations Per Spin
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,0.9375
9,1.0
10,1.0
11,0.96875
12,1.0
13,1.0
14,0.96875
15,1.0
16,1.0
17,0.96875
18,0.96875
19,1.0
20,1.0
21,0.9375
22,0.96875
23,1.0
24,1.0
25,1.0
26,1.0
27,0.96875
28,0.96875
29,0.96875
30,0.9375
31,0.96875
32,0.96875
33,0.96875
34,1.0
35,1.0
36,1.0
37,0.9375
38,0.96875
39,1.0
40,0.96875
41,1.0
42,1.0
43,0.96875
44,0.9375
45,0.96875
46,1.0
47,0.96875
48,1.0
49,1.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,0.9375
57,0.96875
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,0.96875
65,0.9375
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,0.96875
73,1.0
74,1.0
75,1.0
76,0.96875
77,1.0
78,1.0
79,0.90625
80,0.9375
81,0.96875
82,0.96875
83,0.96875
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,0.96875
97,1.0
98,1.0
99,0.96875
100,0.90625
101,0.9375
102,1.0
103,1.0
104,0.96875
105,1.0
106,1.0
107,0.90625
108,0.96875
109,0.96875
110,1.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,0.96875
117,1.0
118,0.90625
119,0.9375
120,0.9375
121,0.96875
122,1.0
123,1.0
124,0.9375
125,1.0
126,1.0
127,1.0
128,0.96875
129,1.0
130,1.0
131,1.0
132,0.96875
133,0.9375
134,0.96875
135,0.9375
136,1.0
137,1.0
138,1.0
139,1.0
140,1.0
141,1.0
142,0.96875
143,1.0
144,1.0
145,1.0
146,1.0
147,1.0
148,0.96875
149,1.0
150,1.0
151,1.0
152,1.0
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,0.96875
162,1.0
163,1.0
164,1.0
165,1.0
166,1.0
167,1.0
168,0.96875
169,1.0
170,0.96875
171,1.0
172,1.0
173,1.0
174,1.0
175,1.0
176,1.0
177,1.0
178,1.0
179,0.96875
180,1.0
181,1.0
182,1.0
183,0.96875
184,0.96875
185,0.96875
186,1.0
187,1.0
188,0.96875
189,0.9375
190,0.96875
191,0.96875
192,1.0
193,1.0
194,0.90625
195,0.96875
