,Absolute Magnetisations Per Spin
0,1.0
1,1.0
2,1.0
3,1.0
4,0.90625
5,0.96875
6,0.96875
7,1.0
8,1.0
9,1.0
10,1.0
11,0.96875
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,0.96875
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,0.96875
28,0.96875
29,0.96875
30,0.96875
31,1.0
32,0.96875
33,0.96875
34,0.9375
35,1.0
36,0.96875
37,0.875
38,0.9375
39,0.96875
40,0.96875
41,0.96875
42,1.0
43,0.90625
44,0.9375
45,0.875
46,0.96875
47,1.0
48,1.0
49,1.0
50,1.0
51,1.0
52,1.0
53,0.96875
54,1.0
55,1.0
56,0.90625
57,0.96875
58,0.96875
59,0.96875
60,0.96875
61,0.96875
62,0.9375
63,0.96875
64,1.0
65,0.96875
66,0.9375
67,1.0
68,1.0
69,1.0
70,1.0
71,0.96875
72,1.0
73,1.0
74,0.96875
75,0.96875
76,0.96875
77,1.0
78,1.0
79,0.9375
80,0.96875
81,1.0
82,0.96875
83,0.9375
84,0.96875
85,1.0
86,0.96875
87,0.96875
88,0.9375
89,0.9375
90,0.9375
91,1.0
92,0.875
93,0.90625
94,0.9375
95,1.0
96,1.0
97,1.0
98,0.96875
99,0.96875
100,1.0
101,0.96875
102,0.9375
103,0.9375
104,0.96875
105,0.9375
106,0.96875
107,1.0
108,1.0
109,0.96875
110,0.9375
111,0.9375
112,0.96875
113,1.0
114,1.0
115,1.0
116,1.0
117,1.0
118,1.0
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,0.96875
125,0.9375
126,0.96875
127,1.0
128,1.0
129,1.0
130,1.0
131,0.96875
132,0.96875
133,0.96875
134,1.0
135,1.0
136,0.96875
137,0.96875
138,1.0
139,0.9375
140,0.875
141,0.84375
142,0.84375
143,0.84375
144,0.9375
145,0.96875
146,0.96875
147,0.96875
148,1.0
149,1.0
150,0.96875
151,1.0
152,0.9375
153,1.0
154,1.0
155,1.0
156,0.96875
157,1.0
158,1.0
159,1.0
160,1.0
161,0.96875
162,1.0
163,1.0
164,1.0
165,0.96875
166,0.96875
167,0.96875
168,0.96875
169,0.96875
170,0.96875
171,0.875
172,0.8125
173,0.78125
174,0.875
175,0.96875
176,0.9375
177,0.9375
178,0.9375
179,1.0
180,1.0
181,0.96875
182,0.96875
183,0.96875
184,0.9375
185,0.8125
186,0.84375
187,0.90625
188,0.90625
189,1.0
