,Absolute Magnetisations Per Spin
0,0.25
1,0.21875
2,0.03125
3,0.0
4,0.125
5,0.3125
6,0.09375
7,0.1875
8,0.28125
9,0.0625
10,0.1875
11,0.375
12,0.4375
13,0.5
14,0.28125
15,0.0625
16,0.125
17,0.1875
18,0.375
19,0.34375
20,0.09375
21,0.09375
22,0.03125
23,0.09375
24,0.0
25,0.21875
26,0.5625
27,0.03125
28,0.125
29,0.09375
30,0.0625
31,0.46875
32,0.15625
33,0.03125
34,0.125
35,0.0
36,0.15625
37,0.09375
38,0.0
39,0.03125
40,0.09375
41,0.0
42,0.25
43,0.40625
44,0.40625
45,0.3125
46,0.53125
47,0.59375
48,0.625
49,0.71875
50,0.46875
51,0.3125
52,0.15625
53,0.25
54,0.15625
55,0.21875
56,0.28125
57,0.3125
58,0.125
59,0.15625
60,0.15625
61,0.21875
62,0.25
63,0.21875
64,0.03125
65,0.0625
66,0.40625
67,0.59375
68,0.65625
69,0.625
70,0.53125
71,0.625
72,0.53125
73,0.59375
74,0.625
75,0.625
76,0.625
77,0.65625
78,0.59375
79,0.53125
80,0.46875
81,0.46875
82,0.21875
83,0.0
84,0.03125
85,0.34375
86,0.3125
87,0.5
88,0.34375
89,0.125
90,0.0625
91,0.03125
92,0.0
93,0.125
94,0.21875
95,0.0625
96,0.03125
97,0.0625
98,0.125
99,0.0625
100,0.0625
101,0.25
102,0.375
103,0.1875
104,0.34375
105,0.15625
106,0.0625
107,0.03125
108,0.15625
109,0.03125
110,0.125
111,0.28125
112,0.125
113,0.09375
114,0.3125
115,0.25
116,0.25
117,0.25
118,0.25
119,0.21875
120,0.21875
121,0.09375
122,0.125
123,0.09375
124,0.0625
125,0.03125
126,0.1875
127,0.28125
128,0.1875
129,0.125
130,0.09375
131,0.0
132,0.34375
133,0.53125
134,0.34375
135,0.25
136,0.15625
137,0.03125
138,0.15625
139,0.1875
140,0.3125
141,0.46875
142,0.53125
143,0.40625
144,0.34375
145,0.375
146,0.0625
147,0.09375
148,0.125
149,0.28125
150,0.15625
151,0.0625
152,0.3125
153,0.28125
154,0.15625
155,0.0
156,0.15625
157,0.21875
158,0.4375
159,0.34375
160,0.21875
161,0.1875
162,0.3125
163,0.34375
164,0.28125
165,0.375
166,0.34375
167,0.5625
168,0.5
169,0.125
170,0.125
171,0.0
172,0.375
173,0.3125
174,0.0625
175,0.03125
176,0.125
177,0.375
178,0.28125
179,0.25
180,0.25
181,0.3125
182,0.25
183,0.0
184,0.1875
185,0.28125
186,0.1875
187,0.40625
188,0.3125
189,0.34375
190,0.28125
191,0.3125
192,0.5
193,0.375
194,0.03125
195,0.1875
196,0.4375
197,0.5625
198,0.59375
199,0.40625
200,0.625
201,0.6875
202,0.75
203,0.40625
204,0.34375
205,0.5
206,0.5625
207,0.40625
208,0.40625
209,0.21875
210,0.15625
211,0.03125
212,0.09375
213,0.15625
214,0.09375
215,0.0625
216,0.40625
217,0.09375
218,0.09375
219,0.0
220,0.15625
221,0.3125
222,0.03125
223,0.125
224,0.28125
225,0.625
226,0.75
227,0.59375
228,0.53125
229,0.40625
230,0.40625
231,0.65625
232,0.5625
233,0.25
234,0.09375
235,0.1875
236,0.03125
237,0.5
238,0.21875
239,0.1875
240,0.40625
241,0.5625
242,0.5625
243,0.4375
244,0.25
245,0.15625
246,0.15625
247,0.125
248,0.0
249,0.125
250,0.0625
251,0.1875
252,0.03125
253,0.1875
254,0.28125
255,0.0625
256,0.125
257,0.03125
258,0.09375
259,0.125
260,0.3125
261,0.375
262,0.25
263,0.4375
264,0.78125
265,0.625
266,0.46875
267,0.59375
268,0.5625
269,0.5625
270,0.53125
271,0.5
272,0.59375
273,0.53125
274,0.59375
275,0.34375
276,0.15625
277,0.0
278,0.25
279,0.375
280,0.21875
281,0.34375
282,0.4375
283,0.34375
284,0.21875
285,0.375
286,0.25
287,0.15625
288,0.21875
289,0.34375
290,0.5625
291,0.5
292,0.125
293,0.125
294,0.0625
295,0.25
296,0.21875
297,0.0625
298,0.15625
299,0.125
300,0.28125
301,0.3125
302,0.25
303,0.3125
304,0.15625
305,0.28125
306,0.15625
307,0.0
308,0.0625
309,0.125
310,0.09375
311,0.0625
312,0.0
313,0.125
314,0.03125
315,0.03125
316,0.25
317,0.25
318,0.375
319,0.5
320,0.3125
321,0.25
322,0.125
323,0.46875
324,0.3125
325,0.09375
326,0.0625
327,0.1875
328,0.125
329,0.21875
330,0.15625
331,0.1875
332,0.28125
333,0.09375
334,0.125
335,0.40625
336,0.40625
337,0.34375
338,0.40625
339,0.15625
340,0.0625
341,0.1875
342,0.03125
343,0.0
344,0.125
345,0.0
346,0.0625
347,0.15625
348,0.15625
349,0.0625
350,0.03125
351,0.09375
352,0.03125
353,0.1875
354,0.25
355,0.15625
356,0.21875
357,0.375
358,0.375
359,0.28125
360,0.0625
361,0.25
362,0.3125
363,0.40625
364,0.3125
365,0.25
366,0.1875
367,0.40625
368,0.1875
369,0.25
370,0.03125
371,0.09375
372,0.0625
373,0.4375
374,0.125
375,0.1875
376,0.03125
377,0.21875
378,0.09375
379,0.15625
380,0.3125
381,0.34375
382,0.4375
383,0.53125
384,0.375
385,0.34375
386,0.15625
387,0.125
388,0.1875
389,0.09375
390,0.03125
391,0.21875
392,0.25
393,0.0625
394,0.09375
395,0.40625
396,0.34375
397,0.375
398,0.25
399,0.25
400,0.21875
401,0.375
402,0.15625
403,0.03125
404,0.03125
405,0.0625
406,0.125
407,0.3125
408,0.1875
409,0.15625
410,0.15625
411,0.0
412,0.375
413,0.40625
414,0.375
415,0.0
416,0.03125
417,0.0625
418,0.03125
419,0.15625
420,0.15625
421,0.03125
422,0.03125
423,0.09375
424,0.34375
425,0.3125
426,0.09375
427,0.25
428,0.3125
429,0.21875
430,0.40625
431,0.25
432,0.625
433,0.71875
434,0.4375
435,0.3125
436,0.125
437,0.15625
438,0.0
439,0.0625
440,0.03125
441,0.03125
442,0.375
443,0.40625
444,0.28125
445,0.375
446,0.09375
447,0.46875
448,0.46875
449,0.1875
450,0.0625
451,0.09375
452,0.21875
453,0.28125
454,0.40625
455,0.5
456,0.71875
457,0.875
458,0.78125
459,0.71875
460,0.8125
461,0.84375
462,0.6875
463,0.46875
464,0.53125
465,0.6875
466,0.6875
467,0.78125
468,0.65625
469,0.53125
470,0.53125
471,0.53125
472,0.46875
473,0.375
474,0.28125
475,0.34375
476,0.40625
477,0.5
478,0.53125
479,0.65625
480,0.4375
481,0.625
482,0.125
483,0.125
484,0.1875
485,0.0
486,0.09375
487,0.09375
488,0.09375
489,0.1875
490,0.21875
491,0.375
492,0.125
493,0.125
494,0.21875
495,0.21875
496,0.34375
497,0.21875
498,0.5
499,0.34375
500,0.46875
501,0.5625
502,0.125
503,0.1875
504,0.1875
505,0.40625
506,0.65625
507,0.5
508,0.28125
509,0.09375
510,0.15625
511,0.09375
512,0.1875
513,0.21875
514,0.0
515,0.125
516,0.25
517,0.15625
518,0.09375
519,0.25
520,0.09375
521,0.34375
522,0.34375
523,0.21875
524,0.21875
525,0.1875
526,0.25
527,0.4375
528,0.25
529,0.28125
530,0.28125
531,0.25
532,0.0625
533,0.03125
534,0.25
535,0.1875
536,0.09375
537,0.125
538,0.15625
539,0.1875
540,0.0
541,0.0625
542,0.09375
543,0.09375
544,0.21875
545,0.09375
546,0.34375
547,0.03125
548,0.0625
549,0.3125
550,0.40625
551,0.125
552,0.125
553,0.03125
554,0.09375
555,0.375
556,0.625
557,0.5
558,0.375
559,0.65625
560,0.59375
561,0.53125
562,0.4375
563,0.15625
564,0.3125
565,0.34375
566,0.3125
567,0.21875
568,0.46875
569,0.46875
570,0.46875
571,0.3125
572,0.46875
573,0.4375
574,0.21875
575,0.03125
576,0.0625
577,0.09375
578,0.21875
579,0.21875
580,0.28125
581,0.25
582,0.15625
583,0.125
584,0.09375
585,0.34375
586,0.4375
587,0.15625
588,0.125
589,0.1875
590,0.21875
591,0.15625
592,0.21875
593,0.25
594,0.09375
595,0.1875
596,0.0625
597,0.15625
598,0.25
599,0.125
600,0.46875
601,0.75
602,0.78125
603,0.75
604,0.8125
605,0.78125
606,0.65625
607,0.59375
608,0.28125
609,0.3125
610,0.28125
611,0.25
612,0.09375
613,0.09375
614,0.09375
615,0.09375
616,0.25
617,0.21875
618,0.0625
619,0.03125
620,0.21875
621,0.1875
622,0.15625
623,0.0625
624,0.03125
625,0.0625
626,0.0625
627,0.09375
628,0.0625
629,0.0625
630,0.125
631,0.15625
632,0.28125
633,0.21875
634,0.3125
635,0.34375
636,0.5625
637,0.5
638,0.625
639,0.40625
640,0.40625
641,0.65625
642,0.5
643,0.53125
644,0.4375
645,0.65625
646,0.59375
647,0.6875
648,0.5625
649,0.375
650,0.5
651,0.5
652,0.5625
653,0.40625
654,0.4375
655,0.34375
656,0.15625
657,0.40625
658,0.25
659,0.5
660,0.71875
661,0.53125
662,0.375
663,0.4375
664,0.28125
665,0.5
666,0.09375
667,0.09375
668,0.28125
669,0.21875
670,0.34375
671,0.40625
672,0.5625
673,0.6875
674,0.84375
675,0.6875
676,0.6875
677,0.9375
678,0.65625
679,0.59375
680,0.71875
681,0.6875
682,0.6875
683,0.4375
684,0.40625
685,0.03125
686,0.125
687,0.125
688,0.03125
689,0.0625
690,0.28125
691,0.21875
692,0.15625
693,0.0
694,0.1875
695,0.28125
696,0.0625
697,0.28125
698,0.375
699,0.3125
700,0.3125
701,0.46875
702,0.40625
703,0.46875
704,0.21875
705,0.03125
706,0.03125
707,0.0625
708,0.125
709,0.0625
710,0.1875
711,0.125
712,0.0625
713,0.25
714,0.3125
715,0.21875
716,0.34375
717,0.0625
718,0.09375
719,0.15625
720,0.15625
721,0.28125
722,0.28125
723,0.1875
724,0.3125
725,0.375
726,0.1875
727,0.28125
728,0.125
729,0.34375
730,0.5625
731,0.53125
732,0.15625
733,0.3125
734,0.53125
735,0.40625
736,0.53125
737,0.34375
738,0.46875
739,0.53125
740,0.6875
741,0.4375
742,0.5625
743,0.65625
744,0.71875
745,0.625
746,0.53125
747,0.5625
748,0.625
749,0.1875
750,0.21875
751,0.09375
752,0.0
753,0.03125
754,0.15625
755,0.28125
756,0.3125
757,0.28125
758,0.15625
759,0.1875
760,0.21875
761,0.0625
762,0.21875
763,0.125
764,0.15625
765,0.4375
766,0.125
767,0.0625
768,0.03125
769,0.03125
770,0.21875
771,0.15625
772,0.15625
773,0.25
774,0.0625
775,0.28125
776,0.5625
777,0.59375
778,0.625
779,0.15625
780,0.21875
781,0.03125
782,0.40625
783,0.3125
784,0.5
785,0.375
786,0.53125
787,0.34375
788,0.34375
789,0.09375
790,0.125
791,0.15625
792,0.0625
793,0.15625
794,0.09375
795,0.03125
796,0.15625
797,0.0625
798,0.0625
799,0.03125
800,0.03125
801,0.1875
802,0.125
803,0.1875
804,0.0625
805,0.25
806,0.21875
807,0.28125
808,0.5
809,0.25
810,0.28125
811,0.34375
812,0.5
813,0.28125
814,0.0625
815,0.03125
816,0.3125
817,0.1875
818,0.4375
819,0.53125
820,0.625
821,0.5
822,0.625
823,0.625
824,0.21875
825,0.15625
826,0.15625
827,0.09375
828,0.09375
829,0.0625
830,0.09375
831,0.03125
832,0.0625
833,0.21875
834,0.0625
835,0.15625
836,0.28125
837,0.1875
838,0.28125
839,0.09375
840,0.09375
841,0.0
842,0.1875
843,0.09375
844,0.40625
845,0.03125
846,0.09375
847,0.1875
848,0.1875
849,0.4375
850,0.53125
851,0.34375
852,0.34375
853,0.625
854,0.4375
855,0.15625
856,0.0625
857,0.09375
858,0.09375
859,0.25
860,0.0
861,0.21875
862,0.09375
863,0.21875
864,0.375
865,0.3125
866,0.46875
867,0.46875
868,0.15625
869,0.0
870,0.03125
871,0.0625
872,0.25
873,0.15625
874,0.375
875,0.15625
876,0.15625
877,0.03125
878,0.15625
879,0.0625
880,0.21875
881,0.125
882,0.15625
883,0.0
884,0.09375
885,0.03125
886,0.125
887,0.28125
888,0.25
889,0.3125
890,0.0
891,0.03125
892,0.09375
893,0.25
894,0.125
895,0.0
896,0.09375
897,0.09375
898,0.0625
899,0.03125
900,0.15625
901,0.03125
902,0.03125
903,0.03125
904,0.3125
905,0.09375
906,0.0625
907,0.0
908,0.03125
909,0.1875
910,0.09375
911,0.4375
912,0.46875
913,0.40625
914,0.34375
915,0.0625
916,0.09375
917,0.21875
918,0.1875
919,0.34375
920,0.28125
921,0.21875
922,0.125
923,0.125
924,0.375
925,0.09375
926,0.09375
927,0.1875
928,0.46875
929,0.59375
930,0.5
931,0.4375
932,0.53125
933,0.6875
934,0.40625
935,0.15625
936,0.40625
937,0.5
938,0.28125
939,0.28125
940,0.15625
941,0.03125
942,0.15625
943,0.09375
944,0.1875
945,0.1875
946,0.15625
947,0.40625
948,0.09375
949,0.03125
950,0.15625
951,0.21875
952,0.40625
953,0.4375
954,0.71875
955,0.6875
956,0.625
957,0.5625
958,0.46875
959,0.8125
960,0.8125
961,0.75
962,0.9375
963,0.75
964,0.59375
965,0.78125
966,0.6875
967,0.375
968,0.34375
969,0.375
970,0.34375
971,0.09375
972,0.28125
973,0.125
974,0.3125
975,0.21875
976,0.125
