,Absolute Magnetisations Per Spin
0,1.0
1,1.0
2,1.0
3,0.96875
4,0.96875
5,0.96875
6,0.96875
7,0.9375
8,0.96875
9,0.90625
10,0.9375
11,0.84375
12,0.96875
13,0.96875
14,0.96875
15,0.90625
16,0.9375
17,0.875
18,0.6875
19,0.90625
20,0.96875
21,0.96875
22,1.0
23,1.0
24,0.9375
25,0.96875
26,0.9375
27,0.9375
28,0.96875
29,1.0
30,0.96875
31,0.96875
32,1.0
33,1.0
34,0.96875
35,0.84375
36,0.90625
37,0.9375
38,0.96875
39,0.90625
40,0.9375
41,0.90625
42,0.84375
43,0.875
44,0.9375
45,0.9375
46,1.0
47,0.96875
48,0.96875
49,1.0
50,0.96875
51,0.96875
52,1.0
53,0.9375
54,0.96875
55,0.9375
56,0.96875
57,1.0
58,1.0
59,0.96875
60,0.96875
61,0.9375
62,0.96875
63,0.96875
64,0.96875
65,1.0
66,0.96875
67,0.96875
68,0.96875
69,0.9375
70,0.96875
71,0.96875
72,0.96875
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,0.96875
84,0.96875
85,1.0
86,1.0
87,0.9375
88,0.9375
89,1.0
90,1.0
91,0.96875
92,0.96875
93,0.96875
94,1.0
95,1.0
96,1.0
97,0.9375
98,0.96875
99,0.96875
100,1.0
101,0.96875
102,1.0
103,0.96875
104,0.96875
105,1.0
106,1.0
107,1.0
108,1.0
109,1.0
110,0.96875
111,0.96875
112,1.0
113,0.9375
114,0.9375
115,0.90625
116,0.96875
117,0.9375
118,1.0
119,1.0
120,1.0
121,1.0
122,1.0
123,0.96875
124,0.90625
125,1.0
126,1.0
127,1.0
128,1.0
129,0.9375
130,0.9375
131,1.0
132,1.0
133,0.9375
134,0.96875
135,1.0
136,1.0
137,1.0
138,0.9375
139,0.96875
140,0.96875
141,0.875
142,0.90625
143,0.9375
144,0.875
145,0.875
146,0.875
147,0.9375
148,0.96875
149,0.9375
150,0.96875
151,1.0
152,0.96875
153,0.9375
154,1.0
155,1.0
156,1.0
157,0.96875
158,1.0
159,1.0
160,0.96875
161,1.0
162,1.0
163,0.96875
164,1.0
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,0.9375
174,0.96875
175,0.96875
176,0.96875
177,0.96875
178,0.9375
179,0.9375
180,0.9375
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,0.9375
