,Absolute Magnetisations Per Spin
0,0.40625
1,0.28125
2,0.46875
3,0.5625
4,0.5625
5,0.4375
6,0.4375
7,0.34375
8,0.28125
9,0.5
10,0.4375
11,0.21875
12,0.46875
13,0.65625
14,0.78125
15,0.53125
16,0.4375
17,0.4375
18,0.6875
19,0.625
20,0.3125
21,0.1875
22,0.21875
23,0.4375
24,0.21875
25,0.34375
26,0.21875
27,0.5625
28,0.46875
29,0.25
30,0.15625
31,0.03125
32,0.0625
33,0.0625
34,0.15625
35,0.40625
36,0.21875
37,0.0625
38,0.0625
39,0.25
40,0.28125
41,0.3125
42,0.4375
43,0.0625
44,0.25
45,0.5
46,0.5625
47,0.40625
48,0.34375
49,0.28125
50,0.1875
51,0.15625
52,0.21875
53,0.125
54,0.28125
55,0.09375
56,0.25
57,0.4375
58,0.40625
59,0.0625
60,0.15625
61,0.125
62,0.40625
63,0.25
64,0.5625
65,0.71875
66,0.6875
67,0.59375
68,0.5625
69,0.59375
70,0.375
71,0.125
72,0.1875
73,0.15625
74,0.125
75,0.03125
76,0.28125
77,0.375
78,0.25
79,0.21875
80,0.09375
81,0.15625
82,0.34375
83,0.28125
84,0.25
85,0.21875
86,0.1875
87,0.09375
88,0.3125
89,0.5
90,0.34375
91,0.1875
92,0.25
93,0.09375
94,0.25
95,0.46875
96,0.375
97,0.09375
98,0.03125
99,0.0625
100,0.21875
101,0.40625
102,0.5625
103,0.34375
104,0.34375
105,0.15625
106,0.03125
107,0.21875
108,0.25
109,0.375
110,0.46875
111,0.25
112,0.09375
113,0.125
114,0.40625
115,0.5625
116,0.25
117,0.46875
118,0.25
119,0.3125
120,0.34375
121,0.03125
122,0.375
123,0.59375
124,0.5
125,0.5
126,0.125
127,0.53125
128,0.4375
129,0.375
130,0.40625
131,0.21875
132,0.28125
133,0.21875
134,0.0625
135,0.0625
136,0.0625
137,0.09375
138,0.0625
139,0.21875
140,0.15625
141,0.28125
142,0.21875
143,0.125
144,0.125
145,0.1875
146,0.0625
147,0.0625
148,0.09375
149,0.03125
150,0.03125
151,0.15625
152,0.15625
153,0.03125
154,0.0625
155,0.0
156,0.28125
157,0.46875
158,0.25
159,0.3125
160,0.375
161,0.40625
162,0.375
163,0.28125
164,0.3125
165,0.125
166,0.09375
167,0.125
168,0.1875
169,0.03125
170,0.09375
171,0.21875
172,0.40625
173,0.40625
174,0.5
175,0.375
176,0.34375
177,0.6875
178,0.71875
179,0.5625
180,0.375
181,0.40625
182,0.25
183,0.1875
184,0.125
185,0.25
186,0.6875
187,0.5625
188,0.625
189,0.34375
190,0.0
191,0.09375
192,0.03125
193,0.1875
194,0.25
195,0.09375
196,0.03125
197,0.03125
198,0.03125
199,0.09375
200,0.15625
201,0.21875
202,0.375
203,0.25
204,0.0
205,0.09375
206,0.65625
207,0.59375
208,0.375
209,0.53125
210,0.53125
211,0.4375
212,0.5
213,0.15625
214,0.15625
215,0.03125
216,0.1875
217,0.5625
218,0.59375
219,0.25
220,0.21875
221,0.03125
222,0.03125
223,0.09375
224,0.25
225,0.4375
226,0.5
227,0.53125
228,0.5
229,0.46875
230,0.59375
231,0.53125
232,0.625
233,0.71875
234,0.40625
235,0.125
236,0.25
237,0.1875
238,0.34375
239,0.1875
240,0.34375
241,0.3125
242,0.21875
243,0.125
244,0.28125
245,0.09375
246,0.34375
247,0.28125
248,0.1875
249,0.25
250,0.15625
251,0.0625
252,0.0625
253,0.03125
254,0.1875
255,0.40625
256,0.375
257,0.34375
258,0.40625
259,0.375
260,0.28125
261,0.28125
262,0.53125
263,0.65625
264,0.59375
265,0.5
266,0.375
267,0.0625
268,0.1875
269,0.28125
270,0.15625
271,0.28125
272,0.03125
273,0.3125
