,Absolute Magnetisations Per Spin
0,0.96875
1,0.8125
2,0.96875
3,0.90625
4,0.84375
5,0.28125
6,0.375
7,0.6875
8,0.96875
9,0.96875
10,0.875
11,0.84375
12,0.9375
13,1.0
14,1.0
15,0.9375
16,1.0
17,0.96875
18,0.9375
19,1.0
20,1.0
21,0.875
22,1.0
23,0.6875
24,0.71875
25,1.0
26,0.96875
27,0.96875
28,0.96875
29,0.96875
30,0.90625
31,0.96875
32,0.78125
33,1.0
34,1.0
35,0.78125
36,0.84375
37,0.96875
38,0.78125
39,0.96875
40,1.0
41,0.75
42,1.0
43,0.90625
44,0.96875
45,0.9375
46,0.9375
47,0.9375
48,0.9375
49,0.71875
50,0.90625
51,0.9375
52,0.96875
53,0.71875
54,0.8125
55,1.0
56,0.9375
57,0.9375
58,0.96875
59,0.96875
60,0.875
61,0.96875
62,0.96875
63,0.84375
64,1.0
65,0.96875
66,0.8125
67,0.96875
68,1.0
69,0.9375
70,0.96875
71,0.96875
72,1.0
73,0.9375
74,0.90625
75,0.6875
76,0.96875
77,0.9375
78,0.9375
79,0.75
80,1.0
81,0.8125
82,0.96875
83,1.0
84,0.9375
85,0.96875
86,0.9375
87,0.9375
88,1.0
89,0.90625
90,1.0
91,0.90625
92,0.90625
93,1.0
94,0.90625
95,0.875
96,1.0
97,0.96875
98,0.9375
99,1.0
100,1.0
101,0.875
102,0.9375
103,0.8125
104,0.625
105,0.875
106,0.84375
107,0.90625
108,0.90625
109,1.0
110,0.9375
111,1.0
112,0.9375
113,1.0
114,0.8125
115,0.9375
116,0.96875
117,0.84375
118,0.75
119,0.9375
120,0.96875
121,0.96875
122,1.0
123,0.8125
124,0.90625
125,0.84375
126,1.0
127,1.0
128,0.9375
129,1.0
130,0.96875
131,0.9375
132,0.84375
133,0.25
134,0.90625
135,0.8125
136,0.90625
137,0.84375
138,1.0
139,0.875
140,0.875
141,0.96875
142,0.96875
143,0.9375
144,0.8125
145,0.96875
146,0.96875
147,0.96875
148,0.9375
149,1.0
150,0.40625
151,1.0
152,1.0
153,0.84375
154,1.0
155,0.65625
156,0.75
157,0.90625
158,0.65625
159,0.90625
160,0.8125
161,0.9375
162,0.84375
163,0.875
164,1.0
165,0.8125
166,0.90625
167,0.9375
168,0.875
169,0.9375
170,0.96875
171,0.96875
172,0.90625
173,0.71875
174,0.84375
175,0.96875
176,1.0
177,0.90625
178,0.90625
179,0.96875
180,0.8125
181,0.9375
182,0.875
183,0.9375
184,0.875
185,1.0
186,0.78125
187,1.0
188,1.0
189,0.6875
190,0.96875
191,0.9375
192,0.96875
193,1.0
194,0.9375
195,0.84375
196,0.5625
197,0.625
198,0.96875
199,0.875
200,0.96875
201,0.90625
202,1.0
203,0.96875
204,0.90625
205,0.9375
206,0.9375
207,0.78125
208,0.875
209,0.9375
210,0.875
211,0.9375
212,0.9375
213,1.0
214,0.90625
215,0.53125
216,0.90625
217,0.65625
218,0.96875
219,0.96875
220,0.84375
221,0.875
222,0.96875
223,0.9375
224,1.0
225,0.8125
226,1.0
227,1.0
228,0.9375
229,0.96875
230,0.96875
231,0.90625
232,0.96875
233,0.9375
234,0.75
235,0.96875
236,0.9375
237,0.9375
238,0.5
239,0.90625
240,0.90625
241,0.875
242,1.0
243,0.9375
244,1.0
245,0.96875
246,0.71875
247,0.96875
248,0.9375
249,0.875
250,0.96875
251,0.96875
252,1.0
253,1.0
254,0.90625
255,0.875
256,0.9375
257,0.6875
258,0.96875
259,0.9375
260,0.96875
261,0.875
262,0.875
263,0.9375
264,0.75
265,1.0
266,1.0
267,0.84375
268,1.0
269,0.96875
270,0.90625
271,0.96875
272,0.9375
273,0.9375
274,0.625
275,0.96875
276,1.0
277,0.96875
278,0.96875
279,0.84375
280,0.9375
281,0.96875
282,0.9375
283,0.875
284,1.0
285,0.90625
286,0.96875
287,0.875
288,0.96875
289,1.0
290,0.90625
291,0.9375
292,0.96875
293,0.96875
294,1.0
295,0.59375
296,0.9375
297,0.96875
298,0.53125
299,0.90625
300,0.40625
301,1.0
302,0.96875
303,0.96875
304,0.96875
305,0.84375
306,0.96875
307,0.90625
308,1.0
309,0.96875
310,0.9375
311,1.0
312,0.8125
313,0.875
314,0.875
315,0.875
316,0.96875
317,1.0
318,0.90625
319,0.96875
320,0.96875
321,0.96875
322,0.75
323,1.0
324,0.96875
325,1.0
326,0.9375
327,0.9375
328,0.9375
329,1.0
330,0.9375
331,0.9375
332,0.75
333,0.71875
334,0.71875
335,0.96875
336,0.96875
337,0.78125
338,0.96875
339,1.0
340,0.90625
341,0.65625
342,0.96875
343,0.875
344,1.0
345,1.0
346,0.9375
347,0.96875
348,1.0
349,0.96875
350,0.90625
351,0.9375
352,0.96875
353,0.9375
354,0.96875
355,0.9375
356,0.9375
357,0.96875
358,0.8125
359,0.4375
360,0.75
361,0.84375
362,0.84375
363,0.84375
364,0.9375
365,0.90625
366,1.0
367,0.8125
368,0.9375
369,0.9375
370,0.9375
371,0.9375
372,0.96875
373,0.96875
374,0.6875
375,0.875
376,0.90625
377,0.90625
378,1.0
379,0.875
380,0.84375
381,0.96875
382,0.90625
383,0.78125
384,0.84375
385,0.84375
386,0.96875
387,0.8125
388,0.96875
389,0.875
390,1.0
391,0.875
392,0.96875
393,0.90625
394,1.0
395,0.96875
396,0.875
397,0.8125
398,0.8125
399,0.96875
400,0.90625
401,1.0
402,0.96875
403,0.96875
404,0.9375
405,1.0
406,0.96875
407,0.84375
408,0.90625
409,0.875
410,0.96875
411,0.90625
412,0.75
413,0.9375
414,0.96875
415,0.96875
416,0.84375
417,0.90625
418,0.9375
419,0.96875
420,0.875
421,1.0
422,0.96875
423,0.9375
424,0.90625
425,0.96875
426,1.0
427,0.9375
428,0.96875
429,1.0
430,0.75
431,0.9375
432,1.0
433,0.9375
434,0.96875
435,0.625
436,1.0
437,0.9375
438,0.96875
439,1.0
440,0.9375
441,0.90625
442,1.0
443,0.8125
444,0.90625
445,0.9375
446,0.90625
447,0.96875
448,0.96875
449,0.84375
450,0.90625
451,0.875
452,0.25
453,1.0
454,0.96875
455,0.3125
456,0.5625
457,0.3125
458,0.9375
459,0.96875
460,1.0
461,0.84375
462,0.84375
463,0.875
464,1.0
465,0.90625
466,1.0
467,0.96875
468,0.96875
469,0.9375
470,0.84375
471,0.625
472,0.84375
473,0.90625
474,0.9375
475,0.9375
476,0.9375
477,0.96875
478,0.90625
479,1.0
480,1.0
481,0.6875
482,0.96875
483,0.875
484,0.90625
485,0.71875
486,0.96875
487,1.0
488,0.78125
489,0.96875
490,0.75
491,0.9375
492,0.84375
493,0.96875
494,0.90625
495,0.84375
496,0.625
497,1.0
498,0.90625
499,0.96875
500,0.875
501,0.90625
502,0.78125
503,0.96875
504,0.8125
505,0.96875
506,0.9375
507,0.8125
508,0.90625
509,0.96875
510,0.9375
511,0.9375
512,0.875
513,0.8125
514,0.75
515,1.0
516,0.84375
517,0.9375
518,0.9375
519,0.96875
520,0.96875
521,0.9375
522,0.9375
523,0.90625
524,0.96875
525,0.9375
526,0.96875
527,0.9375
528,0.96875
529,0.96875
530,1.0
531,0.96875
532,0.8125
533,0.9375
534,0.96875
535,0.9375
536,1.0
537,0.96875
538,0.96875
539,0.84375
540,1.0
541,0.9375
542,0.96875
543,0.96875
544,0.96875
545,0.9375
546,1.0
547,0.84375
548,1.0
549,0.84375
550,0.96875
551,0.0625
552,0.125
553,0.6875
554,0.9375
555,0.96875
556,0.96875
557,0.9375
558,0.59375
559,1.0
560,1.0
561,0.71875
562,0.625
563,0.53125
564,0.90625
565,0.8125
566,0.5
567,0.90625
568,0.8125
569,1.0
570,0.96875
571,1.0
572,1.0
573,1.0
574,0.9375
575,0.6875
576,0.96875
577,0.96875
578,1.0
579,1.0
580,0.90625
581,0.96875
582,0.8125
583,0.90625
584,0.9375
585,0.90625
586,1.0
587,0.9375
588,0.8125
589,0.90625
590,0.875
591,0.9375
592,0.96875
593,0.875
594,0.15625
595,0.25
596,0.9375
597,1.0
598,0.96875
599,0.84375
600,0.59375
601,0.75
602,1.0
603,0.9375
604,0.96875
605,0.90625
606,0.96875
607,0.15625
608,0.5625
609,0.90625
610,0.84375
611,1.0
612,0.84375
613,0.8125
614,0.78125
615,0.3125
616,0.96875
617,0.84375
618,1.0
619,0.9375
620,0.90625
621,0.9375
622,0.9375
623,0.71875
624,0.71875
625,0.90625
626,0.9375
627,1.0
628,0.8125
629,0.875
630,0.90625
631,1.0
632,0.90625
633,0.90625
634,0.84375
635,0.84375
636,0.84375
637,0.90625
638,0.90625
639,0.96875
640,0.9375
641,0.8125
642,1.0
643,0.78125
644,1.0
645,1.0
646,0.8125
647,0.90625
648,0.9375
649,0.875
650,0.96875
651,0.875
652,0.90625
653,0.90625
654,0.96875
655,0.9375
656,0.90625
657,0.96875
658,0.96875
659,0.9375
660,0.90625
661,0.9375
662,0.96875
663,0.625
664,0.875
665,0.8125
666,0.875
667,0.90625
668,1.0
669,0.96875
670,0.90625
671,1.0
672,0.5
673,0.8125
674,0.8125
675,0.9375
676,0.90625
677,0.90625
678,0.9375
679,0.9375
680,0.96875
681,0.875
682,0.96875
683,0.90625
684,0.75
685,1.0
686,0.71875
687,0.96875
688,0.90625
689,1.0
690,0.96875
691,0.6875
692,0.5625
693,0.8125
694,0.96875
695,0.75
696,1.0
697,0.9375
698,0.8125
699,0.8125
700,0.90625
701,1.0
702,0.96875
703,0.875
704,1.0
705,1.0
706,1.0
707,0.96875
708,1.0
709,0.9375
710,0.96875
711,0.90625
712,0.90625
713,0.96875
714,0.90625
715,0.90625
716,0.84375
717,0.96875
718,1.0
719,0.90625
720,0.90625
721,1.0
722,0.96875
723,0.84375
724,0.9375
725,0.96875
726,0.90625
727,0.96875
728,0.90625
729,1.0
730,0.90625
731,1.0
732,0.9375
733,0.9375
734,0.96875
735,1.0
736,1.0
737,1.0
738,0.96875
739,0.9375
740,0.90625
741,1.0
742,1.0
743,0.90625
744,1.0
745,0.96875
746,0.96875
747,1.0
748,0.875
749,1.0
750,0.90625
751,0.96875
752,1.0
753,0.96875
754,1.0
755,1.0
756,0.75
757,0.75
758,1.0
759,0.9375
760,0.9375
761,0.96875
762,0.9375
763,1.0
764,0.9375
765,0.46875
766,0.625
767,0.9375
768,0.96875
769,0.875
770,0.9375
771,1.0
772,0.90625
773,0.875
774,0.9375
775,0.9375
776,1.0
777,0.75
778,0.875
779,0.875
780,0.96875
781,0.84375
782,0.0625
783,0.90625
784,0.59375
785,0.9375
786,0.71875
787,0.90625
788,0.9375
789,0.40625
790,0.96875
791,1.0
792,0.90625
793,0.9375
794,1.0
795,0.9375
796,0.8125
797,0.9375
798,1.0
799,0.84375
800,0.96875
801,0.6875
802,0.96875
803,1.0
804,0.9375
805,0.875
806,1.0
807,1.0
808,0.90625
809,0.875
810,0.875
811,0.90625
812,1.0
813,0.84375
814,0.9375
815,0.46875
816,0.90625
817,0.9375
818,0.96875
819,0.875
820,0.96875
821,0.9375
822,0.9375
823,0.90625
824,0.65625
825,0.9375
826,1.0
827,0.96875
828,0.9375
829,0.78125
830,0.875
831,1.0
832,0.875
833,0.96875
834,0.9375
835,0.9375
836,0.90625
837,0.96875
838,0.9375
839,0.96875
840,0.96875
841,0.9375
842,0.90625
843,0.71875
844,0.875
845,0.90625
846,0.875
847,0.6875
848,0.65625
849,0.59375
850,0.875
851,0.4375
852,0.9375
853,1.0
854,0.9375
855,0.5625
856,0.90625
857,0.875
858,1.0
859,0.9375
860,0.9375
861,0.96875
862,0.9375
863,0.9375
864,0.8125
865,1.0
866,0.25
867,1.0
868,0.8125
869,0.96875
870,1.0
871,0.9375
872,1.0
873,0.90625
874,0.9375
875,0.96875
876,1.0
877,0.96875
878,1.0
879,0.9375
880,0.875
881,0.90625
882,0.96875
883,1.0
884,0.9375
885,0.96875
886,0.84375
887,0.96875
888,0.75
889,0.875
890,0.96875
891,0.90625
892,0.9375
893,1.0
894,0.875
895,0.9375
896,0.90625
897,0.9375
898,0.9375
899,0.9375
900,0.8125
901,0.96875
902,0.90625
903,1.0
904,1.0
905,0.78125
906,0.9375
907,0.84375
908,0.96875
909,0.9375
910,0.96875
911,0.78125
912,0.96875
913,0.84375
914,0.875
915,0.96875
916,0.78125
917,0.875
918,0.96875
919,0.90625
920,0.96875
921,0.8125
922,0.9375
923,1.0
924,0.875
925,0.9375
926,0.96875
927,0.6875
928,0.28125
929,0.9375
930,0.90625
931,0.96875
932,0.96875
933,0.90625
934,1.0
935,1.0
936,0.9375
937,0.96875
938,0.875
939,0.96875
940,0.9375
941,0.5625
942,1.0
943,0.9375
944,0.6875
945,0.96875
946,1.0
947,0.90625
948,0.1875
949,0.65625
950,0.8125
951,0.875
952,0.96875
953,0.96875
954,0.75
955,0.90625
956,0.96875
957,0.9375
958,1.0
959,0.96875
960,0.96875
961,0.96875
962,0.9375
963,1.0
964,0.875
965,1.0
966,0.90625
967,0.46875
968,0.8125
969,0.875
970,0.9375
971,0.84375
972,0.8125
973,0.96875
974,0.875
975,0.96875
976,0.96875
977,0.90625
978,0.9375
979,0.90625
980,1.0
981,1.0
982,1.0
983,0.96875
984,0.96875
985,0.9375
986,0.96875
987,0.9375
988,0.84375
989,0.96875
990,0.90625
991,0.90625
992,1.0
993,0.84375
994,0.875
995,0.96875
996,0.90625
997,0.96875
998,0.84375
999,0.9375
1000,0.84375
1001,0.90625
1002,0.90625
1003,0.90625
1004,0.875
1005,0.90625
1006,0.9375
1007,0.90625
1008,0.9375
1009,1.0
1010,1.0
1011,1.0
1012,1.0
1013,0.9375
1014,0.90625
1015,0.84375
1016,0.96875
1017,0.875
1018,0.78125
1019,0.84375
1020,0.90625
1021,1.0
1022,0.84375
1023,1.0
1024,0.9375
1025,0.96875
1026,0.875
1027,0.96875
1028,0.96875
1029,0.78125
1030,0.96875
1031,0.90625
1032,1.0
1033,0.90625
1034,1.0
1035,0.9375
1036,1.0
1037,0.96875
