,Absolute Magnetisations Per Spin
0,0.90625
1,0.875
2,0.8125
3,0.8125
4,0.78125
5,0.71875
6,0.78125
7,0.8125
8,0.78125
9,0.75
10,0.875
11,0.90625
12,0.96875
13,0.96875
14,0.96875
15,0.875
16,0.875
17,0.8125
18,0.84375
19,0.84375
20,0.875
21,0.875
22,1.0
23,1.0
24,1.0
25,0.9375
26,0.9375
27,0.90625
28,0.9375
29,0.90625
30,0.96875
31,0.875
32,0.9375
33,0.96875
34,0.96875
35,0.90625
36,0.90625
37,0.90625
38,0.90625
39,0.84375
40,0.84375
41,0.90625
42,0.96875
43,0.9375
44,0.96875
45,0.96875
46,0.96875
47,0.8125
48,0.9375
49,0.96875
50,1.0
51,0.96875
52,0.96875
53,0.9375
54,0.90625
55,0.9375
56,0.875
57,0.875
58,0.9375
59,1.0
60,1.0
61,0.9375
62,0.84375
63,0.84375
64,0.875
65,0.9375
66,0.9375
67,0.9375
68,0.96875
69,0.9375
70,0.90625
71,0.9375
72,0.9375
73,0.875
74,0.875
75,0.90625
76,0.9375
77,0.9375
78,1.0
79,1.0
80,0.96875
81,1.0
82,1.0
83,1.0
84,1.0
85,0.9375
86,0.9375
87,0.96875
88,0.875
89,0.90625
90,0.96875
91,0.96875
92,0.9375
93,0.875
94,0.9375
95,0.96875
96,0.96875
97,1.0
98,0.96875
99,0.9375
100,1.0
101,0.875
102,0.9375
103,0.96875
104,0.9375
105,1.0
106,0.96875
107,1.0
108,0.96875
109,0.8125
110,0.84375
111,0.84375
112,0.84375
113,0.875
114,0.90625
115,0.90625
116,0.96875
117,0.9375
118,0.9375
119,0.96875
120,0.9375
121,1.0
122,0.9375
123,0.96875
124,0.96875
125,0.96875
126,1.0
127,0.96875
128,0.84375
129,0.84375
130,0.9375
131,0.875
132,0.875
133,0.8125
134,0.9375
135,0.96875
136,0.9375
137,0.9375
138,0.90625
139,1.0
140,1.0
141,1.0
142,0.84375
143,0.875
144,0.90625
145,0.84375
146,0.9375
147,0.875
148,0.90625
149,1.0
150,0.9375
151,0.96875
152,0.96875
153,1.0
154,0.875
155,0.96875
156,0.84375
157,0.9375
