,Absolute Magnetisations Per Spin
0,0.625
1,0.59375
2,0.46875
3,0.46875
4,0.40625
5,0.3125
6,0.21875
7,0.125
8,0.25
9,0.09375
10,0.21875
11,0.0
12,0.03125
13,0.0625
14,0.28125
15,0.34375
16,0.28125
17,0.1875
18,0.34375
19,0.375
20,0.34375
21,0.1875
22,0.09375
23,0.21875
24,0.09375
25,0.09375
26,0.125
27,0.125
28,0.0625
29,0.125
30,0.03125
31,0.15625
32,0.09375
33,0.03125
34,0.09375
35,0.21875
36,0.25
37,0.0625
38,0.15625
39,0.1875
40,0.15625
41,0.1875
42,0.40625
43,0.6875
44,0.53125
45,0.5625
46,0.71875
47,0.65625
48,0.46875
49,0.28125
50,0.3125
51,0.40625
52,0.4375
53,0.46875
54,0.4375
55,0.125
56,0.25
57,0.15625
58,0.03125
59,0.21875
60,0.21875
61,0.0625
62,0.09375
63,0.0
64,0.03125
65,0.125
66,0.03125
67,0.03125
68,0.0625
69,0.03125
70,0.03125
71,0.0625
72,0.0625
73,0.21875
74,0.4375
75,0.40625
76,0.5
77,0.40625
78,0.03125
79,0.25
80,0.0625
81,0.15625
82,0.375
83,0.03125
84,0.15625
85,0.0
86,0.1875
87,0.34375
88,0.25
89,0.15625
90,0.03125
91,0.125
92,0.15625
93,0.125
94,0.5
95,0.53125
96,0.59375
97,0.15625
98,0.0
99,0.125
100,0.15625
101,0.0625
102,0.03125
103,0.0625
104,0.09375
105,0.28125
106,0.375
107,0.375
108,0.65625
109,0.75
110,0.8125
111,0.8125
112,0.875
113,0.9375
114,0.875
115,0.9375
116,0.71875
117,0.6875
118,0.59375
119,0.59375
120,0.65625
121,0.40625
122,0.34375
123,0.1875
124,0.0625
125,0.03125
126,0.34375
127,0.5625
128,0.71875
129,0.5625
130,0.65625
131,0.625
132,0.4375
133,0.5625
134,0.5625
135,0.65625
136,0.90625
137,0.90625
138,0.875
139,0.8125
140,0.71875
141,0.6875
142,0.71875
143,0.875
144,0.53125
145,0.375
146,0.40625
147,0.4375
148,0.28125
149,0.03125
150,0.03125
151,0.1875
152,0.0625
153,0.28125
154,0.0625
155,0.34375
156,0.4375
157,0.4375
158,0.375
159,0.46875
160,0.59375
161,0.5625
162,0.71875
163,0.6875
164,0.65625
165,0.46875
166,0.4375
167,0.46875
168,0.34375
169,0.5
170,0.46875
171,0.625
172,0.8125
173,0.9375
174,0.9375
175,0.75
176,0.625
177,0.75
178,0.78125
179,0.84375
180,0.90625
181,0.8125
182,0.40625
183,0.6875
184,0.59375
185,0.71875
186,0.8125
187,0.875
188,0.75
189,0.53125
190,0.59375
191,0.59375
192,0.4375
193,0.59375
194,0.59375
195,0.6875
196,0.71875
197,0.59375
198,0.53125
199,0.5625
200,0.53125
201,0.375
202,0.34375
203,0.28125
204,0.15625
205,0.34375
206,0.5
207,0.46875
208,0.34375
209,0.1875
210,0.125
211,0.125
212,0.0625
213,0.0
214,0.375
215,0.40625
216,0.28125
217,0.40625
218,0.4375
219,0.625
220,0.65625
221,0.8125
222,0.96875
223,0.84375
224,0.46875
225,0.59375
226,0.5625
227,0.59375
228,0.65625
229,0.5625
230,0.46875
231,0.34375
232,0.125
233,0.28125
234,0.0625
235,0.09375
236,0.21875
237,0.1875
238,0.15625
239,0.0625
240,0.25
241,0.03125
242,0.0
243,0.0
244,0.0625
245,0.125
246,0.09375
247,0.125
248,0.0
249,0.0
250,0.09375
251,0.3125
252,0.34375
253,0.25
254,0.65625
255,0.5625
256,0.5625
257,0.53125
258,0.34375
259,0.28125
260,0.1875
261,0.03125
262,0.0
263,0.09375
264,0.25
265,0.71875
266,0.875
267,0.78125
268,0.875
269,0.8125
270,0.84375
271,0.875
272,0.71875
273,0.46875
274,0.5
275,0.59375
276,0.59375
277,0.53125
278,0.65625
279,0.5
280,0.625
281,0.46875
282,0.625
283,0.53125
284,0.65625
285,0.78125
286,0.6875
287,0.625
288,0.53125
289,0.53125
290,0.65625
291,0.75
292,0.78125
293,0.84375
294,0.4375
295,0.4375
296,0.3125
297,0.15625
298,0.0
299,0.15625
300,0.4375
301,0.125
302,0.375
303,0.3125
304,0.28125
305,0.28125
306,0.15625
307,0.15625
308,0.03125
309,0.09375
310,0.25
311,0.375
312,0.25
313,0.1875
314,0.40625
315,0.5
316,0.53125
317,0.75
318,0.8125
319,0.84375
320,0.65625
321,0.53125
322,0.6875
323,0.65625
324,0.84375
325,0.65625
326,0.78125
327,0.90625
328,0.84375
329,0.875
330,0.90625
331,0.96875
332,0.9375
333,0.84375
334,0.8125
335,0.75
336,0.84375
337,0.90625
338,0.96875
339,0.90625
340,0.71875
341,0.65625
342,0.6875
343,0.65625
344,0.78125
345,0.71875
346,0.59375
347,0.5625
348,0.65625
349,0.5625
350,0.65625
351,0.59375
352,0.6875
353,0.75
354,0.75
355,0.4375
356,0.59375
357,0.46875
358,0.5
359,0.4375
360,0.46875
361,0.5625
362,0.6875
363,0.59375
364,0.59375
365,0.46875
366,0.5
367,0.40625
368,0.21875
369,0.0625
370,0.0
371,0.09375
372,0.03125
373,0.125
374,0.03125
375,0.21875
376,0.0625
377,0.0625
378,0.15625
379,0.3125
380,0.34375
381,0.125
382,0.25
383,0.1875
384,0.21875
385,0.0625
386,0.0625
387,0.03125
388,0.25
389,0.4375
390,0.4375
391,0.3125
392,0.3125
393,0.375
394,0.5
395,0.4375
396,0.15625
397,0.09375
398,0.0625
399,0.125
400,0.09375
401,0.46875
402,0.46875
403,0.53125
404,0.5625
405,0.5
406,0.65625
407,0.8125
408,0.6875
409,0.6875
410,0.5
411,0.46875
412,0.53125
413,0.65625
414,0.65625
415,0.65625
416,0.625
417,0.40625
418,0.5
419,0.3125
420,0.0625
421,0.0625
422,0.03125
423,0.0625
424,0.3125
425,0.40625
426,0.4375
427,0.3125
428,0.34375
429,0.21875
430,0.40625
431,0.40625
432,0.4375
433,0.4375
434,0.375
435,0.40625
436,0.4375
437,0.34375
438,0.375
439,0.3125
440,0.28125
441,0.25
442,0.53125
443,0.4375
444,0.59375
445,0.5
446,0.65625
447,0.6875
448,0.8125
449,0.875
450,0.8125
451,0.75
452,0.6875
453,0.75
454,0.84375
455,0.75
456,0.84375
457,0.78125
458,0.84375
459,0.75
460,0.75
461,0.6875
462,0.65625
463,0.71875
464,0.65625
465,0.59375
466,0.78125
467,0.84375
468,0.84375
469,0.65625
470,0.6875
471,0.84375
472,0.84375
473,0.625
474,0.59375
475,0.71875
476,1.0
477,1.0
478,1.0
479,0.9375
480,0.9375
481,0.78125
482,0.8125
483,0.875
484,0.90625
485,0.65625
486,0.71875
487,0.78125
488,0.59375
489,0.40625
490,0.40625
491,0.59375
492,0.5
493,0.75
494,0.65625
495,0.59375
496,0.65625
497,0.84375
498,0.90625
499,0.96875
500,0.8125
501,0.65625
502,0.71875
503,0.59375
504,0.65625
505,0.625
506,0.75
507,0.75
508,0.6875
509,0.5
510,0.34375
511,0.46875
512,0.5625
513,0.5625
514,0.46875
515,0.53125
516,0.375
517,0.1875
518,0.09375
519,0.03125
520,0.28125
521,0.53125
522,0.4375
523,0.25
524,0.09375
525,0.0
526,0.125
527,0.0
528,0.25
529,0.3125
530,0.40625
531,0.8125
532,0.84375
533,0.90625
534,0.8125
535,0.875
536,0.6875
537,0.71875
538,0.71875
539,0.6875
540,0.6875
541,0.625
542,0.6875
543,0.71875
544,0.71875
545,0.75
546,0.75
547,0.90625
548,0.90625
549,0.78125
550,0.71875
551,0.53125
552,0.5625
553,0.4375
554,0.53125
555,0.375
556,0.375
557,0.125
558,0.25
559,0.5
560,0.3125
561,0.25
562,0.125
563,0.15625
564,0.4375
565,0.4375
566,0.40625
567,0.375
568,0.375
569,0.46875
570,0.4375
571,0.53125
572,0.6875
573,0.59375
574,0.625
575,0.59375
576,0.46875
577,0.65625
578,0.375
579,0.3125
580,0.5625
581,0.71875
582,0.6875
583,0.78125
584,0.90625
585,0.875
586,0.8125
587,0.78125
588,0.75
589,0.59375
590,0.65625
591,0.375
592,0.3125
593,0.21875
594,0.3125
595,0.46875
596,0.4375
597,0.625
598,0.40625
599,0.46875
600,0.40625
601,0.40625
602,0.59375
603,0.65625
604,0.6875
605,0.625
606,0.5625
607,0.34375
608,0.34375
609,0.09375
610,0.15625
611,0.09375
612,0.25
613,0.125
614,0.03125
615,0.03125
616,0.03125
617,0.3125
618,0.5
619,0.46875
620,0.625
621,0.5625
622,0.71875
623,0.78125
624,0.84375
625,0.8125
626,0.84375
627,0.78125
628,0.71875
629,0.71875
630,0.875
631,0.75
632,0.4375
633,0.5625
634,0.6875
635,0.78125
636,0.875
637,0.65625
638,0.8125
639,0.875
640,0.875
641,0.8125
642,0.6875
643,0.75
644,0.4375
645,0.46875
646,0.625
647,0.65625
648,0.8125
649,0.8125
650,0.78125
651,0.71875
652,0.78125
653,0.8125
654,0.71875
655,0.59375
656,0.53125
657,0.53125
658,0.5625
659,0.65625
660,0.875
661,0.9375
662,0.9375
663,0.8125
664,0.6875
665,0.59375
666,0.5625
667,0.5
668,0.4375
669,0.53125
670,0.5
671,0.59375
672,0.46875
673,0.3125
674,0.4375
675,0.21875
676,0.46875
677,0.5
678,0.375
679,0.5
680,0.625
681,0.625
682,0.78125
683,0.625
684,0.75
685,0.75
686,0.8125
687,0.8125
688,0.8125
689,0.875
690,0.8125
691,0.84375
692,0.875
693,0.96875
694,0.75
695,0.71875
696,0.71875
697,0.71875
698,0.59375
699,0.4375
700,0.4375
701,0.40625
702,0.375
703,0.3125
704,0.09375
705,0.09375
706,0.375
707,0.5
708,0.34375
709,0.5
710,0.40625
711,0.65625
712,0.6875
713,0.75
714,0.625
715,0.46875
716,0.6875
717,0.84375
718,0.8125
719,0.84375
720,0.84375
721,0.9375
722,0.8125
723,0.6875
724,0.84375
725,0.59375
726,0.78125
727,0.875
728,0.90625
729,0.78125
730,0.625
731,0.71875
732,0.5625
733,0.46875
734,0.40625
735,0.21875
736,0.4375
737,0.59375
738,0.6875
739,0.8125
740,0.78125
741,0.625
742,0.65625
743,0.75
744,0.84375
745,0.78125
746,0.71875
747,0.71875
748,0.78125
749,0.625
750,0.5625
751,0.5
752,0.46875
753,0.40625
754,0.25
755,0.21875
756,0.25
757,0.4375
758,0.4375
759,0.28125
760,0.125
761,0.0625
762,0.0625
763,0.3125
764,0.34375
765,0.40625
766,0.34375
767,0.5
768,0.375
769,0.3125
770,0.4375
771,0.625
772,0.65625
773,0.78125
774,0.6875
775,0.75
776,0.625
777,0.65625
778,0.59375
779,0.59375
780,0.65625
781,0.6875
782,0.875
783,0.78125
784,0.8125
785,0.78125
786,0.8125
787,0.84375
788,0.9375
789,0.875
790,0.84375
791,0.84375
792,0.78125
793,0.84375
794,0.59375
795,0.53125
796,0.5625
797,0.875
798,0.8125
799,0.75
800,0.5625
801,0.625
802,0.65625
803,0.5625
804,0.625
805,0.5625
806,0.5625
807,0.34375
808,0.4375
809,0.3125
810,0.25
811,0.09375
812,0.3125
813,0.1875
814,0.125
815,0.125
816,0.0625
817,0.1875
818,0.03125
819,0.21875
820,0.5
821,0.65625
822,0.65625
823,0.5625
824,0.78125
825,0.65625
826,0.78125
827,0.78125
828,0.71875
829,0.53125
830,0.59375
831,0.6875
832,0.40625
833,0.40625
834,0.28125
835,0.3125
836,0.40625
837,0.59375
838,0.59375
839,0.40625
840,0.375
841,0.625
842,0.625
843,0.59375
844,0.5625
845,0.5625
846,0.5
847,0.71875
848,0.84375
849,0.625
850,0.65625
851,0.625
852,0.34375
853,0.28125
854,0.34375
855,0.375
856,0.46875
857,0.5
858,0.78125
859,0.75
860,0.625
861,0.59375
862,0.28125
863,0.34375
864,0.125
865,0.03125
866,0.09375
867,0.21875
868,0.125
869,0.28125
870,0.5
871,0.46875
872,0.34375
873,0.3125
874,0.5625
875,0.5
876,0.3125
877,0.4375
878,0.40625
879,0.5
880,0.4375
881,0.4375
882,0.40625
883,0.0625
884,0.4375
885,0.78125
886,0.8125
887,0.6875
888,0.65625
889,0.46875
890,0.34375
891,0.4375
892,0.625
893,0.375
894,0.25
895,0.0
896,0.125
897,0.15625
898,0.40625
899,0.71875
900,0.6875
901,0.625
902,0.65625
903,0.6875
904,0.6875
905,0.625
906,0.59375
907,0.34375
908,0.375
909,0.4375
910,0.34375
911,0.28125
912,0.5625
913,0.59375
914,0.53125
915,0.65625
916,0.34375
917,0.1875
918,0.15625
919,0.0
920,0.03125
921,0.15625
922,0.40625
923,0.40625
924,0.53125
925,0.6875
926,0.625
927,0.625
928,0.875
929,0.90625
930,0.71875
931,0.6875
932,0.625
933,0.59375
934,0.78125
935,0.5625
936,0.71875
937,0.75
938,0.75
939,0.625
940,0.5625
941,0.53125
942,0.625
943,0.46875
944,0.46875
945,0.28125
946,0.4375
947,0.4375
948,0.34375
949,0.25
950,0.1875
951,0.25
952,0.21875
953,0.1875
954,0.3125
955,0.25
956,0.4375
957,0.21875
958,0.28125
959,0.34375
960,0.1875
961,0.28125
962,0.25
963,0.125
964,0.15625
965,0.15625
966,0.0625
967,0.09375
968,0.09375
969,0.34375
970,0.5625
971,0.625
972,0.46875
973,0.40625
974,0.5
975,0.5625
976,0.5
977,0.53125
978,0.25
979,0.25
980,0.1875
981,0.15625
982,0.15625
983,0.125
984,0.375
985,0.3125
986,0.125
987,0.03125
988,0.03125
989,0.0625
990,0.0
991,0.125
992,0.25
993,0.25
994,0.3125
995,0.21875
996,0.25
997,0.125
998,0.15625
999,0.1875
