,Absolute Magnetisations Per Spin
0,0.8125
1,0.90625
2,0.9375
3,0.90625
4,0.90625
5,0.75
6,0.8125
7,0.71875
8,0.78125
9,0.75
10,0.65625
11,0.40625
12,0.65625
13,0.6875
14,0.5
15,0.4375
16,0.34375
17,0.40625
18,0.28125
19,0.53125
20,0.46875
21,0.53125
22,0.5
23,0.5625
24,0.625
25,0.46875
26,0.5
27,0.78125
28,0.625
29,0.59375
30,0.53125
31,0.40625
32,0.3125
33,0.34375
34,0.15625
35,0.28125
36,0.25
37,0.28125
38,0.15625
39,0.09375
40,0.125
41,0.03125
42,0.1875
43,0.625
44,0.59375
45,0.4375
46,0.34375
47,0.40625
48,0.5
49,0.4375
50,0.5
51,0.5
52,0.5
53,0.6875
54,0.875
55,0.71875
56,0.8125
57,0.75
58,0.875
59,0.71875
60,0.6875
61,0.59375
62,0.625
63,0.5625
64,0.625
65,0.59375
66,0.78125
67,0.625
68,0.71875
69,0.78125
70,0.625
71,0.8125
72,0.75
73,0.59375
74,0.6875
75,0.71875
76,0.46875
77,0.375
78,0.25
79,0.6875
80,0.53125
81,0.28125
82,0.40625
83,0.53125
84,0.5625
85,0.71875
86,0.53125
87,0.59375
88,0.71875
89,0.78125
90,0.8125
91,0.78125
92,0.84375
93,0.875
94,0.8125
95,0.78125
96,0.875
97,0.9375
98,0.84375
99,0.625
100,0.6875
101,0.40625
102,0.59375
103,0.46875
104,0.46875
105,0.78125
106,0.84375
107,0.71875
108,0.5625
109,0.8125
110,0.78125
111,0.625
112,0.46875
113,0.5
114,0.46875
115,0.0625
116,0.53125
117,0.6875
118,0.5625
119,0.53125
120,0.53125
121,0.59375
122,0.6875
123,0.8125
124,0.84375
125,0.8125
126,0.6875
127,0.4375
128,0.4375
129,0.46875
130,0.71875
131,0.6875
132,0.625
133,0.5625
134,0.5625
135,0.46875
136,0.53125
137,0.375
138,0.15625
139,0.125
140,0.21875
141,0.03125
142,0.09375
143,0.375
144,0.40625
145,0.5
146,0.5
147,0.3125
148,0.15625
149,0.28125
150,0.3125
151,0.40625
152,0.4375
153,0.375
154,0.34375
155,0.46875
156,0.28125
157,0.15625
158,0.125
159,0.09375
160,0.03125
161,0.1875
162,0.03125
163,0.375
164,0.3125
165,0.46875
166,0.65625
167,0.59375
168,0.3125
169,0.5
170,0.5
171,0.34375
172,0.46875
173,0.4375
174,0.4375
175,0.5
176,0.5625
177,0.59375
178,0.5625
179,0.5
180,0.5625
181,0.53125
182,0.46875
183,0.4375
184,0.3125
185,0.25
186,0.25
187,0.3125
188,0.03125
189,0.25
190,0.21875
191,0.1875
192,0.21875
193,0.34375
194,0.375
195,0.34375
196,0.3125
197,0.0625
198,0.125
199,0.03125
200,0.0625
201,0.0
202,0.03125
203,0.0
204,0.15625
205,0.28125
206,0.0625
207,0.0625
208,0.375
209,0.1875
210,0.1875
211,0.15625
212,0.09375
213,0.28125
214,0.375
215,0.53125
216,0.65625
217,0.75
218,0.6875
219,0.8125
220,0.65625
221,0.71875
222,0.6875
223,0.71875
224,0.75
225,0.78125
226,0.90625
227,0.90625
228,0.90625
229,0.65625
230,0.78125
231,0.8125
232,0.875
233,0.84375
234,0.78125
235,0.59375
236,0.5625
237,0.59375
238,0.65625
239,0.5
240,0.3125
241,0.4375
242,0.375
243,0.46875
244,0.625
245,0.65625
246,0.65625
247,0.5625
248,0.625
249,0.65625
250,0.875
251,0.71875
252,0.65625
253,0.5
254,0.5625
255,0.5
256,0.4375
257,0.5625
258,0.875
259,0.84375
260,0.75
261,0.71875
262,0.625
263,0.6875
264,0.5625
265,0.71875
266,0.59375
267,0.53125
268,0.40625
269,0.0625
270,0.25
271,0.21875
272,0.28125
273,0.21875
274,0.34375
275,0.1875
276,0.28125
277,0.5625
278,0.5
279,0.375
280,0.3125
281,0.0625
282,0.0625
283,0.15625
284,0.3125
285,0.34375
286,0.6875
287,0.78125
288,0.59375
289,0.6875
290,0.65625
291,0.6875
292,0.6875
293,0.46875
294,0.375
295,0.15625
296,0.21875
297,0.15625
298,0.15625
299,0.09375
300,0.0625
301,0.0625
302,0.1875
303,0.125
304,0.0625
305,0.40625
306,0.40625
307,0.46875
308,0.46875
309,0.1875
310,0.125
311,0.125
312,0.40625
313,0.40625
314,0.28125
315,0.0625
316,0.15625
317,0.1875
318,0.0
319,0.09375
320,0.15625
321,0.09375
322,0.03125
323,0.125
324,0.21875
325,0.0625
326,0.09375
327,0.15625
328,0.03125
