,Absolute Magnetisations Per Spin
0,0.125
1,0.3125
2,0.21875
3,0.34375
4,0.625
5,0.4375
6,0.40625
7,0.5625
8,0.75
9,0.65625
10,0.875
11,0.5
12,0.53125
13,0.46875
14,0.5
15,0.84375
16,0.0
17,0.21875
18,0.4375
19,0.34375
20,0.5625
21,0.375
22,0.5
23,0.5625
24,0.09375
25,0.84375
26,0.65625
27,0.75
28,0.78125
29,0.46875
30,0.875
31,0.875
32,0.5625
33,0.28125
34,0.375
35,0.15625
36,0.09375
37,0.40625
38,0.0
39,1.0
40,0.75
41,0.625
42,0.25
43,0.59375
44,0.4375
45,0.5625
46,0.875
47,0.375
48,0.84375
49,0.4375
50,0.34375
51,0.5
52,0.34375
53,0.46875
54,0.78125
55,0.125
56,0.875
57,0.6875
58,0.5
59,0.6875
60,0.5
61,0.53125
62,0.53125
63,0.1875
64,0.75
65,0.78125
66,0.8125
67,0.6875
68,0.625
69,0.1875
70,0.53125
71,0.875
72,0.71875
73,0.28125
74,0.53125
75,0.71875
76,0.21875
77,0.0625
78,0.28125
79,0.28125
80,0.46875
81,0.625
82,0.65625
83,0.78125
84,0.71875
85,0.09375
86,0.1875
87,0.3125
88,0.0625
89,0.5625
90,0.53125
91,0.59375
92,0.8125
93,0.75
94,0.90625
95,0.0625
96,0.75
97,0.65625
98,0.71875
99,0.65625
100,0.53125
101,0.5
102,0.8125
103,0.8125
104,0.25
105,0.15625
106,0.4375
107,0.90625
108,0.46875
109,0.21875
110,0.53125
111,0.53125
112,0.6875
113,0.84375
114,0.6875
115,0.40625
116,0.0625
117,0.3125
118,0.875
119,0.15625
120,0.4375
121,0.6875
122,0.78125
123,0.3125
124,0.625
125,0.28125
126,0.75
127,0.0625
128,0.1875
129,0.125
130,0.375
131,0.15625
132,0.65625
133,0.78125
134,0.40625
135,0.875
136,0.34375
137,0.59375
138,0.6875
139,0.6875
140,0.40625
141,0.4375
142,0.59375
143,0.6875
144,0.40625
145,0.09375
146,0.84375
147,0.34375
148,0.8125
149,0.75
150,0.34375
151,0.53125
152,0.875
153,0.53125
154,0.75
155,0.71875
156,0.21875
157,0.6875
158,0.375
159,0.0
160,0.65625
161,0.96875
162,0.1875
163,0.59375
164,0.40625
165,0.625
166,0.28125
167,0.84375
168,0.875
169,0.625
170,0.8125
171,0.75
172,0.84375
173,0.78125
174,0.78125
175,0.1875
176,0.71875
177,0.8125
178,0.3125
179,0.5625
180,0.15625
181,0.65625
182,0.59375
183,0.09375
184,0.0625
185,0.53125
186,0.0
187,0.65625
188,0.40625
189,0.3125
190,0.5
191,0.3125
192,0.125
193,0.9375
194,0.75
195,0.6875
196,0.28125
197,0.25
198,0.5
199,0.625
200,0.28125
201,0.4375
202,0.125
203,0.59375
204,0.40625
205,0.96875
206,0.0
207,0.6875
208,0.53125
209,0.71875
210,0.78125
211,0.375
212,0.125
213,0.40625
214,0.65625
215,0.34375
216,0.1875
217,0.25
218,0.125
219,0.15625
220,0.0
221,0.4375
222,0.625
223,0.75
224,0.9375
225,0.6875
226,0.40625
227,0.5
228,0.09375
229,0.8125
230,0.53125
231,0.71875
232,0.59375
233,0.59375
234,0.21875
235,0.34375
236,0.5625
237,0.21875
238,0.40625
239,0.375
240,0.65625
241,0.3125
242,0.34375
243,0.1875
244,0.03125
245,0.5
246,0.8125
247,0.78125
248,0.65625
249,0.3125
250,0.59375
251,1.0
252,0.78125
253,0.59375
254,0.5
255,0.375
256,0.21875
257,0.15625
258,0.15625
259,0.375
260,0.5
261,0.5
262,0.4375
263,0.125
264,0.5
265,0.1875
266,0.84375
267,0.4375
268,0.90625
269,0.40625
270,0.59375
271,0.59375
272,0.8125
273,0.40625
274,0.875
275,0.125
276,0.46875
277,0.3125
278,0.53125
279,0.5
280,0.15625
281,0.34375
282,0.09375
283,0.78125
284,0.3125
285,0.84375
286,0.4375
287,0.4375
288,0.5625
289,0.8125
290,0.9375
291,0.9375
292,0.625
293,0.5625
294,0.5
295,0.75
296,0.8125
297,0.53125
298,0.40625
299,0.53125
300,0.6875
301,0.875
302,0.46875
303,0.3125
304,0.5
305,0.65625
306,0.0625
307,0.78125
308,0.59375
309,0.65625
310,0.65625
311,0.8125
312,0.09375
313,0.9375
314,0.25
315,0.5
316,0.15625
317,0.65625
318,0.53125
319,0.4375
320,0.1875
321,0.65625
322,0.46875
323,0.5625
324,0.71875
325,0.84375
326,0.46875
327,0.875
328,0.34375
329,0.65625
330,0.1875
331,0.09375
332,0.875
333,0.3125
334,0.28125
335,0.75
336,0.40625
337,0.90625
338,0.3125
339,0.21875
340,0.03125
341,0.75
342,0.90625
343,0.625
344,0.65625
345,0.59375
346,0.46875
347,0.84375
348,0.65625
349,0.84375
350,0.40625
351,0.1875
352,0.59375
353,0.625
354,0.0625
355,0.6875
356,0.0
357,0.71875
358,0.53125
359,0.40625
360,0.5625
361,0.34375
362,0.5
363,0.3125
